,EventName,RoundNumber,eventYear,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,StintLen,CircuitLength,designedLaps
607,Azerbaijan Grand Prix,6,2021,HARD,LAT,2.0,103.128,Qualifying,24.31025641025641,38.599999999999994,55.82051282051283,0.0,16.0,16.0,2.0,1.0,39.0,6.003,51
608,Azerbaijan Grand Prix,6,2021,HARD,LEC,2.0,101.218,Qualifying,24.32857142857143,38.68571428571428,55.83142857142857,0.0,1.0,4.0,2.0,53.0,35.0,6.003,51
609,Azerbaijan Grand Prix,6,2021,HARD,MAZ,2.0,104.238,Qualifying,24.432000000000002,39.343999999999994,54.88000000000001,0.0,18.0,14.0,2.0,1.0,25.0,6.003,51
610,Azerbaijan Grand Prix,6,2021,HARD,MSC,2.0,104.158,Qualifying,24.46153846153846,39.5,54.75384615384615,0.0,17.0,13.0,2.0,1.0,26.0,6.003,51
611,Azerbaijan Grand Prix,6,2021,HARD,NOR,2.0,101.747,Qualifying,24.34,38.7525,55.739999999999995,0.0,9.0,5.0,2.0,1.0,40.0,6.003,51
612,Azerbaijan Grand Prix,6,2021,HARD,NOR,3.0,101.747,Qualifying,23.9,35.9,59.0,0.0,9.0,5.0,3.0,41.0,1.0,6.003,51
613,Azerbaijan Grand Prix,6,2021,HARD,PER,2.0,101.63,Qualifying,24.276470588235295,38.26470588235294,56.20588235294117,0.0,6.0,1.0,2.0,1.0,34.0,6.003,51
614,Azerbaijan Grand Prix,6,2021,HARD,RAI,2.0,102.587,Qualifying,24.27058823529412,38.29705882352941,56.129411764705885,0.0,14.0,10.0,2.0,1.0,34.0,6.003,51
615,Azerbaijan Grand Prix,6,2021,HARD,RAI,3.0,102.587,Qualifying,23.9,35.9,59.0,0.0,14.0,10.0,3.0,35.0,1.0,6.003,51
616,Azerbaijan Grand Prix,6,2021,HARD,RIC,2.0,102.304,Qualifying,24.294444444444444,38.474999999999994,55.98333333333333,0.0,13.0,9.0,2.0,1.0,36.0,6.003,51
617,Azerbaijan Grand Prix,6,2021,HARD,RIC,3.0,102.304,Qualifying,23.9,35.9,59.0,0.0,13.0,9.0,3.0,37.0,1.0,6.003,51
618,Azerbaijan Grand Prix,6,2021,HARD,RUS,2.0,102.728,Qualifying,24.50909090909091,39.81212121212122,54.554545454545455,0.0,15.0,17.0,2.0,,33.0,6.003,51
619,Azerbaijan Grand Prix,6,2021,HARD,RUS,3.0,102.728,Qualifying,24.053846153846152,37.15384615384615,57.78461538461538,0.0,15.0,17.0,3.0,1.0,13.0,6.003,51
620,Azerbaijan Grand Prix,6,2021,HARD,SAI,2.0,101.576,Qualifying,24.310810810810814,38.57567567567567,55.86756756756756,0.0,5.0,8.0,2.0,1.0,37.0,6.003,51
621,Azerbaijan Grand Prix,6,2021,HARD,STR,1.0,,,24.513333333333335,39.93999999999999,54.50666666666666,0.0,19.0,19.0,1.0,1.0,30.0,6.003,51
622,Azerbaijan Grand Prix,6,2021,HARD,TSU,2.0,101.654,Qualifying,24.321052631578947,38.63157894736842,55.83947368421053,0.0,7.0,7.0,2.0,1.0,38.0,6.003,51
623,Azerbaijan Grand Prix,6,2021,HARD,TSU,3.0,101.654,Qualifying,23.9,35.9,59.0,0.0,7.0,7.0,3.0,39.0,1.0,6.003,51
624,Azerbaijan Grand Prix,6,2021,HARD,VER,2.0,101.563,Qualifying,24.294117647058822,38.39705882352941,56.02647058823529,0.0,3.0,18.0,2.0,1.0,34.0,6.003,51
625,Azerbaijan Grand Prix,6,2021,HARD,VET,2.0,102.224,Qualifying,24.196551724137937,37.89310344827586,56.672413793103445,0.0,11.0,2.0,2.0,1.0,29.0,6.003,51
626,Azerbaijan Grand Prix,6,2021,HARD,VET,3.0,102.224,Qualifying,23.9,35.9,59.0,0.0,11.0,2.0,3.0,30.0,1.0,6.003,51
627,Azerbaijan Grand Prix,6,2021,MEDIUM,LAT,1.0,103.128,Qualifying,24.655555555555555,40.86666666666666,53.955555555555556,0.0,16.0,16.0,1.0,1.0,9.0,6.003,51
628,Azerbaijan Grand Prix,6,2021,MEDIUM,RAI,1.0,102.587,Qualifying,24.684615384615388,41.084615384615375,53.73076923076922,0.0,14.0,10.0,1.0,1.0,13.0,6.003,51
629,Azerbaijan Grand Prix,6,2021,MEDIUM,RUS,1.0,102.728,Qualifying,24.6,40.4,53.2,0.0,15.0,17.0,1.0,1.0,1.0,6.003,51
630,Azerbaijan Grand Prix,6,2021,SOFT,ALO,1.0,102.195,Qualifying,24.614285714285717,40.81428571428571,53.97142857142857,0.0,8.0,6.0,1.0,4.0,7.0,6.003,51
631,Azerbaijan Grand Prix,6,2021,SOFT,ALO,3.0,102.195,Qualifying,24.053846153846152,37.15384615384615,57.78461538461538,0.0,8.0,6.0,3.0,3.0,13.0,6.003,51
632,Azerbaijan Grand Prix,6,2021,SOFT,ALO,4.0,102.195,Qualifying,23.9,35.9,59.0,0.0,8.0,6.0,4.0,16.0,1.0,6.003,51
633,Azerbaijan Grand Prix,6,2021,SOFT,ALO,5.0,102.195,Qualifying,23.0,33.6,60.43333333333333,0.0,8.0,6.0,5.0,17.0,3.0,6.003,51
634,Azerbaijan Grand Prix,6,2021,SOFT,BOT,1.0,102.106,Qualifying,24.66363636363636,40.94545454545454,53.76363636363636,0.0,10.0,12.0,1.0,5.0,11.0,6.003,51
635,Azerbaijan Grand Prix,6,2021,SOFT,BOT,3.0,102.106,Qualifying,23.9,35.9,59.0,0.0,10.0,12.0,3.0,5.0,1.0,6.003,51
636,Azerbaijan Grand Prix,6,2021,SOFT,BOT,4.0,102.106,Qualifying,23.0,33.6,60.43333333333333,0.0,10.0,12.0,4.0,5.0,3.0,6.003,51
637,Azerbaijan Grand Prix,6,2021,SOFT,GAS,1.0,101.565,Qualifying,24.654545454545453,40.94545454545454,53.809090909090905,0.0,4.0,3.0,1.0,6.0,11.0,6.003,51
638,Azerbaijan Grand Prix,6,2021,SOFT,GAS,4.0,101.565,Qualifying,23.0,33.6,60.43333333333333,0.0,4.0,3.0,4.0,3.0,3.0,6.003,51
639,Azerbaijan Grand Prix,6,2021,SOFT,GIO,1.0,,,24.450000000000003,40.4,53.85,0.0,20.0,11.0,1.0,1.0,2.0,6.003,51
640,Azerbaijan Grand Prix,6,2021,SOFT,GIO,5.0,,,23.0,33.6,60.43333333333333,0.0,20.0,11.0,5.0,1.0,3.0,6.003,51
641,Azerbaijan Grand Prix,6,2021,SOFT,HAM,1.0,101.45,Qualifying,24.654545454545453,40.94545454545454,53.809090909090905,0.0,2.0,15.0,1.0,5.0,11.0,6.003,51
642,Azerbaijan Grand Prix,6,2021,SOFT,HAM,4.0,101.45,Qualifying,23.0,33.6,60.43333333333333,0.0,2.0,15.0,4.0,5.0,3.0,6.003,51
643,Azerbaijan Grand Prix,6,2021,SOFT,LAT,3.0,103.128,Qualifying,23.0,33.6,60.43333333333333,0.0,16.0,16.0,3.0,1.0,3.0,6.003,51
644,Azerbaijan Grand Prix,6,2021,SOFT,LEC,1.0,101.218,Qualifying,24.644444444444442,40.9,53.7,0.0,1.0,4.0,1.0,4.0,9.0,6.003,51
645,Azerbaijan Grand Prix,6,2021,SOFT,LEC,2.0,101.218,Qualifying,24.23333333333333,37.8,56.6,0.0,1.0,4.0,2.0,50.0,3.0,6.003,51
646,Azerbaijan Grand Prix,6,2021,SOFT,LEC,4.0,101.218,Qualifying,23.0,33.6,60.43333333333333,0.0,1.0,4.0,4.0,3.0,3.0,6.003,51
647,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,1.0,104.238,Qualifying,24.655555555555555,40.86666666666666,53.955555555555556,0.0,18.0,14.0,1.0,1.0,9.0,6.003,51
648,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,3.0,104.238,Qualifying,24.009999999999998,37.15,58.06,0.0,18.0,14.0,3.0,3.0,10.0,6.003,51
649,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,4.0,104.238,Qualifying,24.25,37.35,57.05,0.0,18.0,14.0,4.0,6.0,2.0,6.003,51
650,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,5.0,104.238,Qualifying,23.9,35.9,59.0,0.0,18.0,14.0,5.0,8.0,1.0,6.003,51
651,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,6.0,104.238,Qualifying,23.1,34.4,58.5,0.0,18.0,14.0,6.0,9.0,1.0,6.003,51
652,Azerbaijan Grand Prix,6,2021,SOFT,MAZ,7.0,104.238,Qualifying,23.0,33.6,60.43333333333333,0.0,18.0,14.0,7.0,10.0,3.0,6.003,51
653,Azerbaijan Grand Prix,6,2021,SOFT,MSC,1.0,104.158,Qualifying,24.6625,40.8625,53.7875,0.0,17.0,13.0,1.0,1.0,8.0,6.003,51
654,Azerbaijan Grand Prix,6,2021,SOFT,MSC,3.0,104.158,Qualifying,24.029999999999998,37.05,58.0,0.0,17.0,13.0,3.0,3.0,10.0,6.003,51
655,Azerbaijan Grand Prix,6,2021,SOFT,MSC,4.0,104.158,Qualifying,24.133333333333336,37.333333333333336,57.4,0.0,17.0,13.0,4.0,3.0,3.0,6.003,51
656,Azerbaijan Grand Prix,6,2021,SOFT,MSC,5.0,104.158,Qualifying,23.8,35.9,59.0,0.0,17.0,13.0,5.0,6.0,1.0,6.003,51
657,Azerbaijan Grand Prix,6,2021,SOFT,MSC,6.0,104.158,Qualifying,23.0,33.6,60.43333333333333,0.0,17.0,13.0,6.0,4.0,3.0,6.003,51
658,Azerbaijan Grand Prix,6,2021,SOFT,NOR,1.0,101.747,Qualifying,24.614285714285717,40.81428571428571,53.97142857142857,0.0,9.0,5.0,1.0,4.0,7.0,6.003,51
659,Azerbaijan Grand Prix,6,2021,SOFT,NOR,4.0,101.747,Qualifying,23.0,33.6,60.43333333333333,0.0,9.0,5.0,4.0,3.0,3.0,6.003,51
660,Azerbaijan Grand Prix,6,2021,SOFT,OCO,1.0,102.273,Qualifying,24.433333333333337,40.53333333333333,54.03333333333333,0.0,12.0,20.0,1.0,1.0,3.0,6.003,51
661,Azerbaijan Grand Prix,6,2021,SOFT,PER,1.0,101.63,Qualifying,24.676923076923078,41.107692307692304,53.55384615384615,0.0,6.0,1.0,1.0,4.0,13.0,6.003,51
662,Azerbaijan Grand Prix,6,2021,SOFT,PER,3.0,101.63,Qualifying,23.9,35.9,59.0,0.0,6.0,1.0,3.0,3.0,1.0,6.003,51
663,Azerbaijan Grand Prix,6,2021,SOFT,PER,4.0,101.63,Qualifying,23.0,33.6,60.43333333333333,0.0,6.0,1.0,4.0,3.0,3.0,6.003,51
664,Azerbaijan Grand Prix,6,2021,SOFT,RAI,4.0,102.587,Qualifying,23.0,33.6,60.43333333333333,0.0,14.0,10.0,4.0,1.0,3.0,6.003,51
665,Azerbaijan Grand Prix,6,2021,SOFT,RIC,1.0,102.304,Qualifying,24.66363636363636,40.94545454545454,53.76363636363636,0.0,13.0,9.0,1.0,1.0,11.0,6.003,51
666,Azerbaijan Grand Prix,6,2021,SOFT,RIC,4.0,102.304,Qualifying,23.0,33.6,60.43333333333333,0.0,13.0,9.0,4.0,3.0,3.0,6.003,51
667,Azerbaijan Grand Prix,6,2021,SOFT,RUS,4.0,102.728,Qualifying,23.9,35.9,59.0,0.0,15.0,17.0,4.0,1.0,1.0,6.003,51
668,Azerbaijan Grand Prix,6,2021,SOFT,SAI,1.0,101.576,Qualifying,24.639999999999997,40.89999999999999,53.86,0.0,5.0,8.0,1.0,4.0,10.0,6.003,51
669,Azerbaijan Grand Prix,6,2021,SOFT,SAI,4.0,101.576,Qualifying,23.0,33.6,60.43333333333333,0.0,5.0,8.0,4.0,3.0,3.0,6.003,51
670,Azerbaijan Grand Prix,6,2021,SOFT,TSU,1.0,101.654,Qualifying,24.65555555555555,40.9,53.644444444444446,0.0,7.0,7.0,1.0,7.0,9.0,6.003,51
671,Azerbaijan Grand Prix,6,2021,SOFT,TSU,4.0,101.654,Qualifying,23.0,33.6,60.43333333333333,0.0,7.0,7.0,4.0,3.0,3.0,6.003,51
672,Azerbaijan Grand Prix,6,2021,SOFT,VER,1.0,101.563,Qualifying,24.666666666666668,41.01666666666666,53.699999999999996,0.0,3.0,18.0,1.0,2.0,12.0,6.003,51
673,Azerbaijan Grand Prix,6,2021,SOFT,VET,1.0,102.224,Qualifying,24.683333333333334,40.90555555555555,53.55555555555556,0.0,11.0,2.0,1.0,1.0,18.0,6.003,51
674,Azerbaijan Grand Prix,6,2021,SOFT,VET,4.0,102.224,Qualifying,23.0,33.6,60.43333333333333,0.0,11.0,2.0,4.0,3.0,3.0,6.003,51
675,Azerbaijan Grand Prix,6,2021,UNKNOWN,LEC,3.0,101.218,Qualifying,23.9,35.9,59.0,0.0,1.0,4.0,3.0,1.0,1.0,6.003,51
676,Azerbaijan Grand Prix,6,2021,UNKNOWN,SAI,3.0,101.576,Qualifying,23.9,35.9,59.0,0.0,5.0,8.0,3.0,1.0,1.0,6.003,51
677,Azerbaijan Grand Prix,8,2022,HARD,ALB,2.0,104.719,Qualifying,25.455000000000002,46.28,61.55,0.0,17.0,12.0,2.0,1.0,20.0,6.003,51
678,Azerbaijan Grand Prix,8,2022,HARD,ALB,3.0,104.719,Qualifying,25.033333333333335,45.24285714285715,63.857142857142854,0.0,17.0,12.0,3.0,1.0,21.0,6.003,51
679,Azerbaijan Grand Prix,8,2022,HARD,ALO,2.0,103.173,Qualifying,25.136363636363637,45.34545454545455,63.27272727272727,0.0,10.0,7.0,2.0,1.0,33.0,6.003,51
680,Azerbaijan Grand Prix,8,2022,HARD,BOT,1.0,104.444,Qualifying,25.44545454545454,46.521212121212116,61.06060606060606,0.0,15.0,11.0,1.0,1.0,33.0,6.003,51
681,Azerbaijan Grand Prix,8,2022,HARD,GAS,2.0,102.845,Qualifying,25.228571428571428,45.67857142857142,62.642857142857146,0.0,6.0,5.0,2.0,1.0,42.0,6.003,51
682,Azerbaijan Grand Prix,8,2022,HARD,HAM,2.0,102.924,Qualifying,25.391666666666666,46.11666666666667,61.833333333333336,0.0,7.0,4.0,2.0,1.0,24.0,6.003,51
683,Azerbaijan Grand Prix,8,2022,HARD,HAM,3.0,102.924,Qualifying,25.01111111111111,45.06666666666666,63.72222222222222,0.0,7.0,4.0,3.0,2.0,18.0,6.003,51
684,Azerbaijan Grand Prix,8,2022,HARD,LAT,3.0,105.367,Qualifying,25.142424242424244,45.39696969696969,63.18181818181818,0.0,18.0,15.0,3.0,1.0,33.0,6.003,51
685,Azerbaijan Grand Prix,8,2022,HARD,LEC,2.0,101.359,Qualifying,25.558333333333337,46.69166666666667,60.75,0.0,1.0,19.0,2.0,1.0,12.0,6.003,51
686,Azerbaijan Grand Prix,8,2022,HARD,MAG,2.0,104.643,Qualifying,25.431818181818183,46.20909090909091,61.63636363636363,0.0,16.0,17.0,2.0,1.0,22.0,6.003,51
687,Azerbaijan Grand Prix,8,2022,HARD,MSC,1.0,105.775,Qualifying,25.6,47.53333333333333,59.111111111111114,0.0,20.0,14.0,1.0,1.0,9.0,6.003,51
688,Azerbaijan Grand Prix,8,2022,HARD,MSC,3.0,105.775,Qualifying,25.07407407407408,45.31481481481481,63.77777777777778,0.0,20.0,14.0,3.0,1.0,27.0,6.003,51
689,Azerbaijan Grand Prix,8,2022,HARD,NOR,2.0,103.398,Qualifying,25.112903225806456,45.30645161290321,63.32258064516129,0.0,11.0,9.0,2.0,1.0,31.0,6.003,51
690,Azerbaijan Grand Prix,8,2022,HARD,OCO,1.0,103.585,Qualifying,25.457575757575757,46.5060606060606,61.0,0.0,13.0,10.0,1.0,1.0,33.0,6.003,51
691,Azerbaijan Grand Prix,8,2022,HARD,PER,2.0,101.641,Qualifying,25.352941176470583,45.88235294117648,62.35294117647059,0.0,2.0,2.0,2.0,1.0,17.0,6.003,51
692,Azerbaijan Grand Prix,8,2022,HARD,PER,3.0,101.641,Qualifying,25.033333333333335,45.150000000000006,63.833333333333336,0.0,2.0,2.0,3.0,1.0,18.0,6.003,51
693,Azerbaijan Grand Prix,8,2022,HARD,RIC,1.0,103.574,Qualifying,25.451515151515153,46.52424242424242,61.03030303030303,0.0,12.0,8.0,1.0,1.0,33.0,6.003,51
694,Azerbaijan Grand Prix,8,2022,HARD,RUS,2.0,102.712,Qualifying,25.39166666666667,46.19166666666666,61.958333333333336,0.0,5.0,3.0,2.0,1.0,24.0,6.003,51
695,Azerbaijan Grand Prix,8,2022,HARD,RUS,3.0,102.712,Qualifying,25.022222222222226,45.12222222222223,63.72222222222222,0.0,5.0,3.0,3.0,2.0,18.0,6.003,51
696,Azerbaijan Grand Prix,8,2022,HARD,STR,1.0,105.371,Qualifying,25.493333333333336,46.62333333333333,60.8,0.0,19.0,16.0,1.0,2.0,30.0,6.003,51
697,Azerbaijan Grand Prix,8,2022,HARD,TSU,2.0,103.056,Qualifying,25.320689655172412,46.03448275862069,62.3448275862069,0.0,8.0,13.0,2.0,,29.0,6.003,51
698,Azerbaijan Grand Prix,8,2022,HARD,VER,2.0,101.706,Qualifying,25.313333333333336,45.78666666666667,62.733333333333334,0.0,3.0,1.0,2.0,1.0,15.0,6.003,51
699,Azerbaijan Grand Prix,8,2022,HARD,VER,3.0,101.706,Qualifying,25.033333333333335,45.166666666666664,63.833333333333336,0.0,3.0,1.0,3.0,1.0,18.0,6.003,51
700,Azerbaijan Grand Prix,8,2022,HARD,VET,2.0,103.091,Qualifying,25.233333333333338,45.671428571428564,62.666666666666664,0.0,9.0,6.0,2.0,2.0,42.0,6.003,51
701,Azerbaijan Grand Prix,8,2022,HARD,ZHO,2.0,103.777,Qualifying,25.55,46.550000000000004,60.857142857142854,0.0,14.0,18.0,2.0,1.0,14.0,6.003,51
702,Azerbaijan Grand Prix,8,2022,MEDIUM,ALB,1.0,104.719,Qualifying,25.6,47.52222222222222,58.888888888888886,0.0,17.0,12.0,1.0,1.0,9.0,6.003,51
703,Azerbaijan Grand Prix,8,2022,MEDIUM,ALO,1.0,103.173,Qualifying,25.600000000000005,47.23888888888889,59.77777777777778,0.0,10.0,7.0,1.0,1.0,18.0,6.003,51
704,Azerbaijan Grand Prix,8,2022,MEDIUM,BOT,2.0,104.444,Qualifying,25.029411764705884,45.13529411764706,63.8235294117647,0.0,15.0,11.0,2.0,,17.0,6.003,51
705,Azerbaijan Grand Prix,8,2022,MEDIUM,GAS,1.0,102.845,Qualifying,25.633333333333333,47.577777777777776,58.666666666666664,0.0,6.0,5.0,1.0,1.0,9.0,6.003,51
706,Azerbaijan Grand Prix,8,2022,MEDIUM,HAM,1.0,102.924,Qualifying,25.633333333333333,47.577777777777776,58.666666666666664,0.0,7.0,4.0,1.0,1.0,9.0,6.003,51
707,Azerbaijan Grand Prix,8,2022,MEDIUM,LAT,1.0,105.367,Qualifying,25.633333333333336,48.199999999999996,56.333333333333336,0.0,18.0,15.0,1.0,,3.0,6.003,51
708,Azerbaijan Grand Prix,8,2022,MEDIUM,LAT,2.0,105.367,Qualifying,25.58571428571429,47.021428571428565,60.714285714285715,0.0,18.0,15.0,2.0,4.0,14.0,6.003,51
709,Azerbaijan Grand Prix,8,2022,MEDIUM,LEC,1.0,101.359,Qualifying,25.58888888888889,47.7,58.22222222222222,0.0,1.0,19.0,1.0,1.0,9.0,6.003,51
710,Azerbaijan Grand Prix,8,2022,MEDIUM,MAG,1.0,104.643,Qualifying,25.61111111111111,47.46666666666667,58.888888888888886,0.0,16.0,17.0,1.0,3.0,9.0,6.003,51
711,Azerbaijan Grand Prix,8,2022,MEDIUM,MSC,2.0,105.775,Qualifying,25.52857142857143,46.52857142857143,60.92857142857143,0.0,20.0,14.0,2.0,3.0,14.0,6.003,51
712,Azerbaijan Grand Prix,8,2022,MEDIUM,NOR,1.0,103.398,Qualifying,25.585,47.144999999999996,59.95,0.0,11.0,9.0,1.0,1.0,20.0,6.003,51
713,Azerbaijan Grand Prix,8,2022,MEDIUM,OCO,2.0,103.585,Qualifying,25.02777777777778,45.105555555555554,63.72222222222222,0.0,13.0,10.0,2.0,1.0,18.0,6.003,51
714,Azerbaijan Grand Prix,8,2022,MEDIUM,PER,1.0,101.641,Qualifying,25.537499999999998,47.39375,59.375,0.0,2.0,2.0,1.0,1.0,16.0,6.003,51
715,Azerbaijan Grand Prix,8,2022,MEDIUM,RIC,2.0,103.574,Qualifying,25.016666666666666,45.08888888888889,63.72222222222222,0.0,12.0,8.0,2.0,1.0,18.0,6.003,51
716,Azerbaijan Grand Prix,8,2022,MEDIUM,RUS,1.0,102.712,Qualifying,25.633333333333333,47.577777777777776,58.666666666666664,0.0,5.0,3.0,1.0,1.0,9.0,6.003,51
717,Azerbaijan Grand Prix,8,2022,MEDIUM,SAI,1.0,101.814,Qualifying,25.625,47.6875,58.5,0.0,4.0,20.0,1.0,1.0,8.0,6.003,51
718,Azerbaijan Grand Prix,8,2022,MEDIUM,STR,2.0,105.371,Qualifying,25.0125,45.40625,64.0,0.0,19.0,16.0,2.0,2.0,16.0,6.003,51
719,Azerbaijan Grand Prix,8,2022,MEDIUM,TSU,1.0,103.056,Qualifying,25.633333333333333,47.55555555555556,58.77777777777778,0.0,8.0,13.0,1.0,1.0,9.0,6.003,51
720,Azerbaijan Grand Prix,8,2022,MEDIUM,VER,1.0,101.706,Qualifying,25.566666666666666,47.294444444444444,59.5,0.0,3.0,1.0,1.0,1.0,18.0,6.003,51
721,Azerbaijan Grand Prix,8,2022,MEDIUM,VET,1.0,103.091,Qualifying,25.633333333333333,47.55555555555556,58.77777777777778,0.0,9.0,6.0,1.0,2.0,9.0,6.003,51
722,Azerbaijan Grand Prix,8,2022,MEDIUM,ZHO,1.0,103.777,Qualifying,25.633333333333333,47.55555555555556,58.77777777777778,0.0,14.0,18.0,1.0,1.0,9.0,6.003,51
723,Azerbaijan Grand Prix,8,2022,SOFT,TSU,3.0,103.056,Qualifying,25.049999999999997,44.900000000000006,63.583333333333336,0.0,8.0,13.0,3.0,4.0,12.0,6.003,51
724,Bahrain Grand Prix,1,2021,HARD,ALO,3.0,90.249,Qualifying,20.5,26.96666666666667,54.73333333333333,0.0,9.0,19.0,3.0,,3.0,5.412,57
725,Bahrain Grand Prix,1,2021,HARD,BOT,2.0,89.586,Qualifying,20.49285714285714,27.15,54.535714285714285,0.0,3.0,3.0,2.0,1.0,14.0,5.412,57
726,Bahrain Grand Prix,1,2021,HARD,BOT,3.0,89.586,Qualifying,20.504166666666666,26.4875,54.57083333333333,0.0,3.0,3.0,3.0,1.0,24.0,5.412,57
727,Bahrain Grand Prix,1,2021,HARD,GAS,2.0,89.809,Qualifying,20.519999999999996,27.62666666666667,54.55333333333332,0.0,5.0,17.0,2.0,1.0,15.0,5.412,57
728,Bahrain Grand Prix,1,2021,HARD,GAS,4.0,89.809,Qualifying,20.49230769230769,26.353846153846156,54.338461538461544,0.0,5.0,17.0,4.0,1.0,13.0,5.412,57
729,Bahrain Grand Prix,1,2021,HARD,GIO,2.0,90.708,Qualifying,20.5,27.238888888888887,54.57222222222222,0.0,12.0,12.0,2.0,1.0,18.0,5.412,57
730,Bahrain Grand Prix,1,2021,HARD,HAM,2.0,89.385,Qualifying,20.5,27.28666666666667,54.50666666666667,0.0,2.0,1.0,2.0,1.0,15.0,5.412,57
731,Bahrain Grand Prix,1,2021,HARD,HAM,3.0,89.385,Qualifying,20.50357142857143,26.49642857142857,54.63214285714286,0.0,2.0,1.0,3.0,1.0,28.0,5.412,57
732,Bahrain Grand Prix,1,2021,HARD,LEC,3.0,89.678,Qualifying,20.5,26.391666666666662,54.48333333333333,0.0,4.0,6.0,3.0,1.0,24.0,5.412,57
733,Bahrain Grand Prix,1,2021,HARD,MSC,3.0,92.449,Qualifying,20.50909090909091,26.34545454545455,54.5,0.0,18.0,16.0,3.0,1.0,22.0,5.412,57
734,Bahrain Grand Prix,1,2021,HARD,NOR,3.0,89.974,Qualifying,20.5,26.365217391304352,54.55217391304348,0.0,7.0,4.0,3.0,1.0,23.0,5.412,57
735,Bahrain Grand Prix,1,2021,HARD,OCO,3.0,91.724,Qualifying,20.504166666666666,26.433333333333334,54.55833333333334,0.0,16.0,13.0,3.0,1.0,24.0,5.412,57
736,Bahrain Grand Prix,1,2021,HARD,PER,5.0,90.659,Qualifying,20.50526315789474,26.942105263157895,54.72105263157895,0.0,0.0,5.0,5.0,1.0,19.0,5.412,57
737,Bahrain Grand Prix,1,2021,HARD,RAI,2.0,91.238,Qualifying,20.49375,27.2125,54.55,0.0,14.0,11.0,2.0,1.0,16.0,5.412,57
738,Bahrain Grand Prix,1,2021,HARD,RIC,3.0,89.927,Qualifying,20.504166666666666,26.3875,54.512499999999996,0.0,6.0,7.0,3.0,1.0,24.0,5.412,57
739,Bahrain Grand Prix,1,2021,HARD,SAI,3.0,90.009,Qualifying,20.50526315789474,26.321052631578947,54.43157894736842,0.0,8.0,8.0,3.0,1.0,19.0,5.412,57
740,Bahrain Grand Prix,1,2021,HARD,STR,3.0,90.601,Qualifying,20.503703703703703,26.451851851851853,54.562962962962956,0.0,10.0,10.0,3.0,3.0,27.0,5.412,57
741,Bahrain Grand Prix,1,2021,HARD,TSU,2.0,90.607,Qualifying,20.48888888888889,27.105555555555558,54.57222222222222,0.0,13.0,9.0,2.0,1.0,18.0,5.412,57
742,Bahrain Grand Prix,1,2021,HARD,TSU,3.0,90.607,Qualifying,20.504347826086956,26.369565217391308,54.51304347826087,0.0,13.0,9.0,3.0,1.0,23.0,5.412,57
743,Bahrain Grand Prix,1,2021,HARD,VER,3.0,88.997,Qualifying,20.50588235294118,26.33529411764706,54.38235294117647,0.0,1.0,2.0,3.0,1.0,17.0,5.412,57
744,Bahrain Grand Prix,1,2021,HARD,VET,2.0,92.056,Qualifying,20.5,26.561290322580643,54.78387096774194,0.0,20.0,15.0,2.0,1.0,31.0,5.412,57
745,Bahrain Grand Prix,1,2021,MEDIUM,ALO,2.0,90.249,Qualifying,20.494444444444444,27.25,54.53333333333333,0.0,9.0,19.0,2.0,1.0,18.0,5.412,57
746,Bahrain Grand Prix,1,2021,MEDIUM,BOT,1.0,89.586,Qualifying,20.518749999999997,27.787499999999998,54.5875,0.0,3.0,3.0,1.0,4.0,16.0,5.412,57
747,Bahrain Grand Prix,1,2021,MEDIUM,BOT,4.0,89.586,Qualifying,20.55,26.05,53.900000000000006,0.0,3.0,3.0,4.0,4.0,2.0,5.412,57
748,Bahrain Grand Prix,1,2021,MEDIUM,GAS,1.0,89.809,Qualifying,20.5,27.975,54.400000000000006,0.0,5.0,17.0,1.0,4.0,4.0,5.412,57
749,Bahrain Grand Prix,1,2021,MEDIUM,GAS,3.0,89.809,Qualifying,20.505000000000003,26.920000000000005,54.80499999999999,0.0,5.0,17.0,3.0,4.0,20.0,5.412,57
750,Bahrain Grand Prix,1,2021,MEDIUM,GIO,1.0,90.708,Qualifying,20.508333333333333,27.833333333333332,54.56666666666666,0.0,12.0,12.0,1.0,1.0,12.0,5.412,57
751,Bahrain Grand Prix,1,2021,MEDIUM,GIO,3.0,90.708,Qualifying,20.504,26.456,54.571999999999996,0.0,12.0,12.0,3.0,1.0,25.0,5.412,57
752,Bahrain Grand Prix,1,2021,MEDIUM,HAM,1.0,89.385,Qualifying,20.515384615384615,27.83076923076923,54.53846153846154,0.0,2.0,1.0,1.0,4.0,13.0,5.412,57
753,Bahrain Grand Prix,1,2021,MEDIUM,LAT,2.0,91.936,Qualifying,20.494444444444444,27.16111111111111,54.62222222222223,0.0,17.0,18.0,2.0,1.0,18.0,5.412,57
754,Bahrain Grand Prix,1,2021,MEDIUM,LAT,3.0,91.936,Qualifying,20.50526315789474,26.447368421052634,54.55263157894737,0.0,17.0,18.0,3.0,1.0,19.0,5.412,57
